https://github.com/couchbase/couchbase-jvm-core/commit/523b0d3e55b44d17342006fe4be4ec275a2db090,publish a configupdatedevent on the event bus certain applications might want to react every time a new configuration is published and it also helps during and development sessions (for example even if a rebalance is going on no new config is published) the event is not as spammy since deduplication happens upfront based on the revid,,perfective,,,publish on,,,
https://github.com/couchbase/couchbase-jvm-core/commit/536c944e556b7c25c9fab1da10a4f465b667701b,"support hello command and feature negotiation to negotiate supported features between the client and the server a new hello command has been introduced the client asks what features are available (that it supports) and the server will respond with the ones it has enabled the common baseline can then be utilized at runtime this allows the client to conditionally use new features like optimized observe optimized ryw n1ql queries or forcing tcp_nodelay on the server side in addition to that it allows for future negotiations like compression datatypes and many more finally on every hello command the client identifies itself with its user agent allowing for better logging and tracing on the server side (which clients are active,)",,perfective,,,support feature,,,
https://github.com/couchbase/couchbase-jvm-core/commit/b087250954a9b8bd83753e342009069783641fb9,shutdown corescheduler properly as described in when a defaultcoreenvironment without custom iopool nor corescheduler is shutdown() the corescheduler threads are not killed this can lead to a thread growth when creating and closing multiple environments also the iopool is cleaned up even if it was user-provided which isn't good since user-provided iopool could be reused somewhere else the user should be in charge of cleaning it in this case,,perfective,,,properly,,,
https://github.com/couchbase/couchbase-jvm-core/commit/df0c4ec81c69f32e8259babd495d964734baa8bc,properly serialize subjects where needed subjects need to be serialized when their on* methods are called potentially from multiple threads in order to prevent concurrent modifications,,perfective,,,properly,,,
https://github.com/couchbase/couchbase-jvm-core/commit/7abd9b90deb4b7c222dfc509bbf67a753d6fa8ce,signal config reload on idle state key value event when no or not much traffic is going through the bucket it can happen that config changes are not properly picked up (especially adding nodes since on node removal the socket is closed which the heuristics pick up) following the resiliency pattern of routine workouts we need to make sure that proper configs are available even if not much load (or no load at all) is going through the system,,perfective,,,reload on,,,
https://github.com/couchbase/couchbase-jvm-core/commit/d018cb2319661471bf2be331f00b5698a9f4e280,log unknown status codes when the server returns an unknown status code a log message with the actual code needs to be written in order to properly the situation,,perfective,,,needs properly,,,
https://github.com/couchbase/couchbase-jvm-core/commit/8769f2303a79fcc34b8dc9cf7674eb6f570935aa,add authentication headers for query since the query service now supports authentication the client needs to send the appropriate headers,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/6670ee9d320cae958e371778867425977f88b14f,properly encode keys with special chars keys with special characters that require more than one byte to represent it have a different byte length than string length in java in order to properly store those characters the code needs to take the encoded byte length rather than the originating string length,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/97e97b1ea455f145b61980dd352c70fe5f61e04b,"allow to disable buffer pooling it might pay off in the future to have a ""kill"" switch to disable buffer pooling this can be used as a temporary workaround if a leak in the client is suspected (and not in the user level code)",,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/aee7ada24a89b682f1226231495b38528100a3b1,determine based on the config if a service is enabled or not the code properly needs to determine if a request can be served at all or not previously it only did check on the environment flags but since the service can be announced through the config a more elaborate logic needs to be put in place,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/9ffe67c4843580d741a961fc613e51c83f695586,allow to fail fast during observe poll cycles when a fail fast strategy is used observe poll cycles also need to return instantly and not take longer than it is needed to decide if the desired state can be reached or not,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/bfd863e1009ce13f5a32bdfca4de87a0225207cf,"fail observe when document is modified concurrently it is possible that while one request is still polling anotherone can interfer with the previous one change the cas and lead to a observe ""modified"" response to give this information to the user it needs to be properly caught and propagated",,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/8d8f95aca2e2bae1e462d8628d4c32e709ab4c3b,fail the observe sequence when replica is not configured on the bucket when the user provides a persistence requirement which is not doable in the first place because it is larger than the number of replicas configured on the bucket it makes sense to fail this observable quickly (since it will never be completed anyways),,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/7fdc20d77b5308f7ee40c3b3bb5efb9e9190ebe7,jvcbc-140: extract buf processing utils and add some methods in queryhandler could be more generally applied furthermore they lack unit,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/94fe30e93a963911d37dc02786f2a76dbe9fe114,"add a generic eventbus and add events a generic eventbus is needed to publish different types of state events to consumers through a ""publish/subscribe"" type interface this commit lays the foundation adds the event bus itself and defines some event types open/close bucket and connect/disconnect node events are also already emitted",,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/4a6a0b0be51c049357075456007400b4b747acb8,allow retrydelay to be configured the retry delay for operations was fixed to 10ms which is not flexible and maybe even too high we can do better with our new delay object,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/5c9af81cf3d0adb5dd8d8dc8b84919e0433c8823,implement retry strategies including fail fast previously requests were retried until they succeed sometimes a fail fast retry strategy is needed in order to reduce the feedback loop when operations cannot be fulfilled right away,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/36c53391f655c1655bced2cc163c3f1c9aa92163,"flexible endpoint pooling the previous service implementation did only support a fixed number of endpoints against every node this had drawbacks: - endpoints (and therefore sockets) are opened for services which do not need to be open at any times this holds true for config (8091) and dcp (11210) services opening sockets to all nodes in the cluster when they are not utilized is wasteful - cases where the number of endpoints must be more than the fixed number are not covered properly and were implemented with some workarounds (for streaming responses in the config service) the new implementation in addition to providing the fixed size service for keyvalue query and views provides an ""on demand"" service which opens and closes endpoints for incoming requests on demand when such a ""transient"" endpoint finishes doing a single req/res cycle it disposes itself this provides better resource utilization and allows for a more flexible service architecture",,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/52303c93178661961da5a72ccabf9c5bffc87a26,implement a dynamic stateful zipper there is the observablezip() functionality available but it does not work on a changing set of incoming streams we need this functionality because sources like endpoints (or nodes) can come and go,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/0c5cecbeab31318e8771c78c25211f0aed287e55,allow observe interval to be configured as in the 1* sdk it should be possible to configure the interval for the observe polling (replicateto persistto) previously it has been fixed to 10ms which can be quite high in different environments,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/4c1ab6e4983f05174d57ed90c17fcb48edcca99c,avoid observeon on the hot code path using observeon for every request adds significant latency and gc since lots of stuff is done in the background in order to reduce latency on the hot code path the observeon should be removed,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/6e4876edcc2e68f01ddea55298fe7a30b8acec73,"send opaque value for key/value handler again spymemcached did always fill the ""opaque"" field of the binary protocol with an opaque value to make sure the returned response matches up with the request as a sanity check",,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/dd1ab36ca7b111fe3223309c79d76b521fc32b50,dcp functionality in order to be able to implement third-party application integrations such as message queues or external indexes low-level api to dcp protocol have to be implemented,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/7f51ab52846e2b86b48ae678e79eea6627077de0,utility class for common bytebuf ops we often need to perform the same operations on bytebufs like release this class allows to centralize such common operations especially in the context of applying them in rx streams,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/108d4bff602f5dce31a0c3f6efa3159aad5c84b5,parse dp4 responses in queryhandler between dp4 and dp3 response format was modified and enriched,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/3c61e2bae4f00d177a0aee8b9adf966a8aeaea7b,fall back to verbose config if terse returns 404 when the terse bucket config over http is not accessible (which is the case on older server versions) the code needs to fall back to the verbose config when it both fails or just returns a 404 not found,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/53690c700c50efa37fcad18bdba927d901fc2a98,if error in decoderesponse send to rx internal errors (exception thrown) in handler's decoderesponse are not caught until netty catches them,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/825a88d4d5af9714deed0bc9e5d3d07ef1be141e,do not manually cancel subscription on retry when an operation is scheduled for retry the subscription should not manually be removed this can cause npes since its subject to a race condition in addition this code is not known to bring an actual benefit,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/513592b4ed348651f28a76f3916cc0b08fa03978,use the right scheduler on bootstrap and increase logging it was discovered that some parts of the bootstrap process where using the core and io threads too much while they instead should be moved to the computations scheduler earlier to free resources increased logging has been added to the bootstrap process so that when debug is enabled it is easer to find spots where threading is incorrect,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/60fa37648fdc1d70d840293cde11d80fef8670b4,view & query node locator only touches first node even if more nodes are available because counter is never incremented only the first available node is tried to find a suitable node to write the request to,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/024a77ef2f9a8e7dcad701391ef435d4e4b1b1e0,: improve the check for closed buckets after the first refactor (see initial commit of some npe arise because the check is too strong additional types of request must be allowed to pass through,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/93de72e95e7e41eacb829ba73ee53c276ed38b38,after failover select different node also this change hardens the handler when ops are cancelled so that anything that will be thrown by the subscriber does not kill the event loop as well,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/7bb5e34d6b8cde65a968274515b449e88f72e99c,specify generated version in http headers,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/5d5c4da6613f14b5e4bdb37adde82a912e79b7d4,add basic support for memcached buckets,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/39d67127b702ba38de44e9e7a6667a991a7af59a,support for bucket management operations,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/c549729cdd82423b1a05b25e1fbabda1bbd07ba5,add support for cluster config command,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/eca0240c5ad49e5c45da936b1e1ea5c4483115a7,add support for individual bucket closing,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/3d431894e4e4a633ddc6698aa5fb56a242fb07af,adding missing copyright headers,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/30732f8eb9b04ff58f94ac50f9ee5f315154add3,adapt logging namings,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/7520fdde70458a6f60e8d66945213836a8e9d38f,add support for touch and unlock,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/c7a5c95d33d10b46eafde4bea26b38cadf802faf,add support for get + lock / get + touch,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/54705313c07d66f1f88949cae7c36399da8ba3dd,supporting code for replica get,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/ce99b13f8ee9e1c2f8344dd4aa630e1229ed59bc,implement basic support for http config management,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/64b424e36f11bf38cfc7472727bcf1dabac336e5,implement hello command the hello command can be used to negotiate certain features between server and client for now json and compression are supported for datatypes also a config setting is exposed which allows to manually disable and change thresholds,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/7ccef4a0b081e619020ef3f73da81ecdbdffa9fb,implement basic http-based streaming config add nodes,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/b17b8657e46df68967cb14705ebd1c1ea72d67d4,proper fallback and manual disable of config loading,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/e9f34619c005f68c621f8ea9c005e7fc113e35ab,adding support for: - http bootstrap (terse and non-terse as fallback) - rebalance in support for carrier only through nmvb this is the first set of changes which will enable rebalance support,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/d814e9f7c9cd9346a319f8372f9dac488df4c5b4,adding support for disconnect,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/494f4edbdd251aa4bf92f36de594983d4dcbd0e9,adding ssl support without certificate verification,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/656828f47d31402b57101ec8304b3e1f1b8bc6cf,make sasl auth work automatically,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/827d883d4fcb2a30fdde38856f06787cdefb369a,make simple json stream parsing work for views,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/82e0d17de0ef3cbcac8d2aa1d421f6a6590cea70,add very simple view capabilities (no streaming yet),,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/5798ab408baf02617f36ff9a257a281ca2d77e38,adding remove and cas to responses,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/1607b8f7783a9db12e983fe5aa88aa85342036b3,more binary operators and some integration,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/c5cedbc7619e641dbc57cf4d4c0be7554c41dd09,make it pick up new configs (add),,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/c495c531ef0782d7632985b62c679b92d411a822,adding separate response handling through a ringbuffer,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/d95860c9b7607c327aed66e0076d17cfc85fb8c5,adding service handling and seednode info,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/6168a5440e61f96f1a179712b9b32e5662e450f8,initial config interfaces and integration,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/55c6a4f1a233a8a156ec1649695be22443d2a798,adding first simple registry add benchmark,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/41347584528d8f8295888cf622e796bd5cda3b69,adding benchmarking and readme for,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/99f939fe8ecf34e44bc8bb58b7c558711537bfbf,more endpoint benchmark stuff,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/df3ca88dc432b828977fe0579d233572e60835a2,adding simple binary config loading,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/2e6e77b966e6aa0e5e015ad9ad93503bb85c8cd8,more config loading adding json config,,perfective,,,,,,
https://github.com/couchbase/couchbase-jvm-core/commit/ce7878a65920a369874aa8c89accda6d12ee06cc,recover earlier than os tcp timeout it has been found that when a tcp connection is in a half-open state the app-level keepalive may not function as intended since operations are still in-flight but will never complete usually this situation resolves itself when the tcp idle timers/keepalives fire on the os level although this can take a long time and is not reliable enough since it depends on config params which we do not control,,corrective,,test,recover not function,,,
https://github.com/couchbase/couchbase-jvm-core/commit/87253903eafae6e5d6ecc94d5200f7ac41a429fb,properly clean up services on failed connect it was found that when the bootstrap list node is mixed with kv and non-kv nodes the non-kv nodes won't be able to bootstrap right now it all works but its not cleaning up the sockets (services) behind that can't be used - this leads to exceptions in the logs and in general not the behavior intended,,corrective,,test,failed exceptions,,,
https://github.com/couchbase/couchbase-jvm-core/commit/45ed2718ece02a3bd095209a275427e561db7ab5,handle npe on a bad host in connection string the client will exit with a npe if a connection string contains both good and bad hosts changes ------- connection string adds a static method that will check if the hosts are resolvable the older static method parsehosts and a list of unresolved hosts is retained for unit results ------- the bootstrap continues successfully with bad hosts the integration will be added in the client,,corrective,,test,bad,,,
https://github.com/couchbase/couchbase-jvm-core/commit/6c2d3f7dce40749e27c30cfa148a54b52d720df5,switch to different snappy for compression originally we've been using the snappy code from netty but since we found issues in both the encoder and decoder side the stability of it has been in question,,corrective,,test,issues,,,
https://github.com/couchbase/couchbase-jvm-core/commit/df11279a452acbc88715ef334f7f5aac2e7fb9ad,explicitly handle auth errors on observe with server 50 and rbac it is now possible that a user only has write access but not read access leading to the situation where a persistto or replicateto might fail after correctly storing the doc but then the user is not allowed to use the observe command,,corrective,,test,errors fail,,,
https://github.com/couchbase/couchbase-jvm-core/commit/14d06355fc84a343bbc5cdf47ffdc6fd20c0fcd3,"fix hostname fallback in mds environment couchbase terse config might skip ""hostname"" property of entries in ""nodesext"" when the node configured on localhost to mitigate that sdk tries to fetch hostname from ""nodes"" array in mds environment where not every node has data service falling back ""nodes"" array will have only entries where data service has been enabled which leads to indexoutofboundsexception during aforementioned fallback mechanism",,corrective,,test,fix fallback,,,
https://github.com/couchbase/couchbase-jvm-core/commit/a06b6a293feb05c15d1491687ea4d77189a73833,clean up stateful resources on configurationprovider termination it has been observed that when a cluster instance is created and deleted many times in a row a memory leak shows up which can be characterized as the following: the carrierrefresher subscribes to the 10 second config polling interval but never unsubsribes it on shutdown this has no consequences if in regular use only one cluster instance is created and terminated on shutdown but if it is cycled many times one can observe the increased memory usage in a profiler,,corrective,,test,leak,,,
https://github.com/couchbase/couchbase-jvm-core/commit/711afb196388f7bf9f4f3ee97695e0e74f0800a7,disable pipelining for http services in forum posts as well as other tickets it has been discovered that the implicit pipelining netty/core-io uses doesn't work well with the go implementation of pipelining in http 11 in fact it doesn't work at all and leads to all kinds of weird issues especially prematurely aborted (n1ql) requests that return 0 as the result count as a result we need to disable pipelining for http based services but for performance reasons keep it for binary ops,,corrective,,,disable doesn't work,,,
https://github.com/couchbase/couchbase-jvm-core/commit/1a7d65be5a6ca612e6f5ca51f3b757bd2ac75af3,"fix queries not load balancing correctly when in mds the round robin mechanism for locating the proper nodes on query fts and views correctly used an ""offset"" when iterating through the node list but the list also includes nodes with different services in a setup like this: | node a: kv | node b: kv | node c: query | node d: query | round robin would skip forward on the nodes where query is not enabled leading to queries being sent to: c c c d c c c d since c would handle offsets for a and b respectively in non-mds this is not an issue since query nodes are available on all machines in other constellations this is not an issue as well but the ordering can't be controlled by the user and as a result is non-deterministic query service is illustrated but the same issue is found in fts and views",,corrective,,,fix not correctly,,,
https://github.com/couchbase/couchbase-jvm-core/commit/28aa1b50759da2964396cd03690ac8da99f06891,"properly retry ssl handshake failures ssl handshake failures did bubble up the io exception handling but were not reported and ""handled"" properly inside the couchbase code",,corrective,,,properly failures,,,
https://github.com/couchbase/couchbase-jvm-core/commit/5cac85755d715da78561a534af0461112dc055a3,handle erange and rollback during stream open during opening dcp stream server might respond with erange(0x22) or rollback(0x23) and at the core library does not handle these errors which leaves to inability to resume state,,corrective,,,does not errors inablity,,,
https://github.com/couchbase/couchbase-jvm-core/commit/47140e3a328da72e453f64461c092b6560081263,avoid race condition between disconnect and reconnect there is a (small) chance that both the disconnect and a reconnect initiated by a closed socket race each other and the endpoint despite being explicitly disconnected ends up in a reconnect loop,,corrective,,,avoid race condition,,,
https://github.com/couchbase/couchbase-jvm-core/commit/995c5953c5211344a53f6efdc4108839db87e53e,populate bucketnodelocator because the code uses the nodelocator field as part of the config to select the proper subclass in jackson it is not accessible through the regular json accessors,,corrective,,,not accessible,,,
https://github.com/couchbase/couchbase-jvm-core/commit/8759779ebf9dfddfd2b18f81957b1e527c471899,handle errors in views properly after rows the current streaming parser was incorrect in the assumption that either errors or rows are emitted from a view response in fact the error can optionally come after the rows are emitted if no errors are emitted an empty list of rows is presented,,corrective,,,errors incorrect,,,
https://github.com/couchbase/couchbase-jvm-core/commit/b375016700c6443305cebdd0b0a7ccd31562a7be,fix signature parsing when not object the parser expected the signature part of the response to be a json sub-object it turns out it can be any valid json entity: json object array boolean scalar string scalar maybe even null boundaries detection of the signature part expecting a json object the parser fails when something else is present,,corrective,,,fails,,,
https://github.com/couchbase/couchbase-jvm-core/commit/9ec906efbe371c6f1b9baeeec1eceb2fcfc5425c,only write keepalive when writable to avoid errors the keepalive should only be sent when the channel is active and writable,,corrective,,,avoid errors,,,
https://github.com/couchbase/couchbase-jvm-core/commit/1b3d0ab961d01a2efc582484eaf1de7e4b2a74fd,automatically release not subscribed bytebufs on view and query when view or n1ql queries are run and then not all subjects are properly subscribed to (which can easily happen if for example an error happens and one only listens to rows) then the code leaks bytebufs,,corrective,,,leaks,,,
https://github.com/couchbase/couchbase-jvm-core/commit/0e571c4039c8ae9a2ac6a9addcc4f4ace1961bb7,avoid indexoutofbounds when parsing view rows off by one erros can raise exceptions in the view and query handler when looking for the closing },,corrective,,,errors exceptions,,,
https://github.com/couchbase/couchbase-jvm-core/commit/60878f40d189b767e579c5f497214b6dcf3c0621,fix queryhandler indexoutofbounds there could be an indexoutofboundsexception in queryhandler's internal findsectionclosingposition method,,corrective,,,Out Bounds,,,
https://github.com/couchbase/couchbase-jvm-core/commit/4d4f050a63f85cd7fb14706cc4bb86930f1366ee,release observe content properly when observe is used the content needs to be properly freed actually the content is not needed at all so it can be freed right in the key/value handler,,corrective,,,leaking,,,
https://github.com/couchbase/couchbase-jvm-core/commit/02d587c07d99e6917a5db6217ca3359b1e9a8f4d,do not propose invalid config in carrier refresher the refresher needs to make sure that only valid configs are proposed to the the configuration provider especially when the polling happens against an older cluster the command might not return a successful json configuration,,corrective,,,invalid not return,,,
https://github.com/couchbase/couchbase-jvm-core/commit/14efb13c4fdb42f17ec4fa7a67b72e92814fec8e,fix node pickup on rebalance when a rebalance occurs the client fails to pick up changes in nodes list and will stay in a state where no data operation succeed this is due to a race condition where the locator's list of nodes is out of date with the atomically updated configuration host array this results in an illegalstateexception because we look for a node (from the configuration) not contained in the nodes list,,corrective,,,fails race condition,,,
https://github.com/couchbase/couchbase-jvm-core/commit/68377aa00e51933f33302d04e4c0877a88fb93d0,: if bucket was closed operations will throw a bucketclosedexception after closing a bucket one expects not to be able to use the bucket anymore however subsequent request are not rejected gracefully and usually result in a timeoutexception (for example for a getrequest),,corrective,,,failed Exception,,,
https://github.com/couchbase/couchbase-jvm-core/commit/3acdc388d8ca00c87c300e84f771ec648481159a,adding more support for services down,,corrective,,,down,,,
https://github.com/couchbase/couchbase-jvm-core/commit/1cf1d5086c8b35f5d7adda4ea56220858e2b103a,ignore unknown bucketcapabilities it was found that with the default settings jackson is pretty strict about what happens if a value cannot be matched to an enum value causing problems when the server adds a new capability that the client does not understand,,corrective,,,causing problems,,,
https://github.com/couchbase/couchbase-jvm-core/commit/2e8fa3f71993befbd444f6dd4c98999223a391c7,backport objectsrequirenonnull from java 7,,adaptive,,,backport from AAA,,,
https://github.com/couchbase/couchbase-jvm-core/commit/a264c7ab992b8d07920d9f7926d7c947492bdc22,add sdk compatible memcached hashing current memcached bucket ketama hashing strategies are not compatible with libcouchbase and go sdk derivates since the way the key is hashed is a bit different,,adaptive,,,sdk compatible,,,
https://github.com/couchbase/couchbase-jvm-core/commit/535eed12fc9eb2f2d523ed873344f6235622b669,"add basic health check api support to expose a simple ""health check"" api at the upper layers that provide quick insight into the sockets connected in the sdk the core-io layer is responsible for assembling all this information and presenting it up the stack in an easy to use fashion",,adaptive,,,BBB support,,,
https://github.com/couchbase/couchbase-jvm-core/commit/320d5914a081338ea377c964f13dbae43e6fbcb0,add support for subdocument get count in couchbase server 50 a new lookup command (get count) is introduced which allows to fetch the number of items for a given path in a document,,adaptive,,,support AAA,,,
https://github.com/couchbase/couchbase-jvm-core/commit/035bef769679b5bc3ac64a467c731344b652508d,locked & finishing touches for xerror with recent development of the xerror & kv error map in the spock server release a couple of adjustments need to happen in core-io to be in-line with it,,adaptive,,,Recent adjustments BBB,,,
https://github.com/couchbase/couchbase-jvm-core/commit/bd14c5e39312bd0846c69f1430dcb22f0f9cdd4e,add extended support phase 2 for kv error map couchbase server 50 provides key value error map with hints on handling errors on response add support to parse and consume the error map hints changes ------- the following changes have been added to the key value response handler - parses the retry specifications available for auto-retry attribute - consumes and records the retry specifications on the request itself - reconnect retry if connection state invalidated attribute is present - send config invalidated message if config update attribute is present - changed error code type from short to long in error map keys to accomodate unsigned shorts updated mock to version including the namespace changes mock integration have been added to verify constant linear and exponential retries results ------- error map is parsed and consumed verification pass,,adaptive,,,Extended Support,,,
https://github.com/couchbase/couchbase-jvm-core/commit/6ad3036b6ec8b6ab4511b8f6422f0501d48b672d,integrate yasjl as optional use a generic json parser for streaming query response changes ------- adds yasjl parser as part of utils queryhandler v2 uses yasjl parser to parse query responses the default handler is query handler while v2 can be enabled by setting system property comcouchbaseenableyasjlresponseparser to true extended from results ------- generic json parser can be used to parse query responses,,adaptive,,,integrate AAA,,,
https://github.com/couchbase/couchbase-jvm-core/commit/e72a446579530c8b25a20bcc6c27c0ec965969fc,add support for couchbase analytics since couchbase server will add new analytics capabilities (first standalone then integrated) this changeset adds the core functionality for requests and responses which upper level components can build on,,adaptive,,,support AAA capabilities,,,
https://github.com/couchbase/couchbase-jvm-core/commit/ad78b3cd248f7c7b289178ba1bb9553a47739551,add xattr support allow extended attribute access using subdoc requests changes ------- added flag which allows access to extended attributes builders are added for lookup and mutation commands in multi path commands to allow for access flag or other attibutes to be set for single path requests the abstract request class has the extra attributes hello commands also requests for extended attributes feature if available to be turned on hello request change is backward compatible server ignores the command that are not available verified using unit in results ------- extended attributes can be accessed by setting accessattribute value to true,,adaptive,,,AAA support extended attribute,,,
https://github.com/couchbase/couchbase-jvm-core/commit/7ef023d33c6e847f2d1cf5a95a45847b3262e79d,"add support for legacy memcached node hashing the node hashing for ketama in the 2x sdk series is different than in the 1x series because of this using the 1x and 2x series togther for memcached buckets is incompatible to make both work together this changeset makes it possible to plug in a ""legacy"" node hashing mechanism that is compatible with the 1x series",,adaptive,,test,support legacy SDK compatible ,,,
https://github.com/couchbase/couchbase-jvm-core/commit/19ee5bc6c9ff7ae9920e12f890f4634b6f7a7dbb,"initial api for full text the couchbase server ""watson"" release will add support for full text indexing as a result the sdks need to provide first-class apis to make it possible to easily query those indexes",,adaptive,,test,support BBB,,,
https://github.com/couchbase/couchbase-jvm-core/commit/e3e30fe7aa9aff7b71bc3878613d986166186679,implement stat command in order to have access to micro-protocols built atop stat command core library have to support this command,,adaptive,,test,library support,,,
https://github.com/couchbase/couchbase-jvm-core/commit/502952b8785f5c65e82067324c64ad47dbc1f134,adding keepalive in kv/query/views in previous versions of the sdk a pinger was in place in order to try to prevent socket closing because of idle time a similar feature is needed on 2x sdk,,adaptive,,test,versions SDK,,,
https://github.com/couchbase/couchbase-jvm-core/commit/dd5b0312a28dbe09b8df3013a3d7db295bd6e28b,adding keepalive in kv/query/views in previous versions of the sdk a pinger was in place in order to try to prevent socket closing because of idle time a similar feature is needed on 2x sdk,,adaptive,,test,versions SDK,,,
https://github.com/couchbase/couchbase-jvm-core/commit/27ef034ade211e31d78954849d758f6099f0ffae,implement ssl certificate validation through the jks,,adaptive,,test,through AAA,,,
https://github.com/couchbase/couchbase-jvm-core/commit/d8c4e24229fd554858ad9782cfa8a410955fb2b1,adding the sasl handler,,adaptive,,,AAA handler,,,
https://github.com/couchbase/couchbase-jvm-core/commit/ab0bcb21ddd138facb7a69f32919e2355882678d,go back to netty 41,,adaptive,,,back AAA,,,
